abstract,sentence,label,,,,
19880424,The combined data revealed two immunotypes of the core oligosaccharide recognized by antibodies against the whole bacterial cells.,,,,,
19880424,The structural differences between the core oligosaccharides are limited to the outermost terminal hexopyranose residue.,,,,,
19880424,"In the core oligosaccharide of the strain PCM 2476, it was identified as alpha-d-Glcp and in that of the strain PCM 2477 as alpha-d-Galp.",,,,,
19880424,This subtle difference between the glycoforms of the LPS core appeared to be essential for formation of the epitopes recognized by the specific antibodies directed against the Y. regensburgei whole bacterial cells.,,,,,
19880424,The oligosaccharides are not substituted by phosphate groups.,,,,,
19880424,"Instead, the carboxyl groups of Kdo and galacturonic acid residues present in the core provide the negative charges.",,,,,
19880424,"The undecasaccharides represent a novel core type of bacterial LPS, which is characteristic for Y. regensburgei.",,,,,
11201790,"Transmembrane signaling requires modular interactions between signaling proteins, phosphorylation or dephosphorylation of the interacting protein partners and temporary elaboration of supramolecular structures, to convey the molecular information from the cell surface to the nucleus.",,,,,
11201790,Such signaling complexes at the plasma membrane are instrumental in translating the extracellular cues into intracellular signals for gene activation.,,,,,
11201790,"In the most straightforward case, ligand binding promotes homodimerization of the transmembrane receptor which facilitates modular interactions between the receptor's cytoplasmic domains and intracellular signaling and adaptor proteins.",,,,,
11201790,"For example, most growth factor receptors contain a cytoplasmic protein tyrosine kinase (PTK) domain and ligand-mediated receptor dimerization leads to cross phosphorylation of tyrosines in the receptor's cytoplasmic domains, an event that initiates the signaling cascade.",,,,,
11201790,"In other signaling pathways where the receptors have no intrinsic kinase activity, intracellular nonreceptor PTKs (i.e.",,,,,
11201790,"Src family PTKs, JAKs) are recruited to the cytoplasmic domain of the engaged receptor.",,,,,
11201790,Execution of these initial phosphorylations and their translation into efficient cellular stimulation requires concomitant activation of diverse signaling pathways.,,,,,
11201790,"Availability of stable, preassembled matrices at the plasma membrane would facilitate scaffolding of a large array of receptors, coreceptors, tyrosine kinases and other signaling and adapter proteins, as it is the case in signaling via the T cell antigen receptor.",,,,,
11201790,The concept of the signaling platform has gained usage to characterize the membrane structure where many different membrane-bound components need to be assembled in a coordinated manner to carry out signaling.,,,,,
11201790,The structural basis of the signaling platform lies in preferential assembly of certain classes of lipids into distinct physical and functional compartments within the plasma membrane.,,,,,
11201790,These membrane microdomains or rafts (Figure 1) serve as privileged sites where receptors and proximal signaling molecules optimally interact.,,,,,
11201790,"In this review, we shall discuss first how signaling platforms are assembled and how receptors and their signaling machinery could be functionally linked in such structures.",,,,,
11201790,The second part of our review will deal with selected examples of raft-based signaling pathways in T lymphocytes and NK cells to illustrate the ways in which rafts may facilitate signaling.,,,,,
8991513,"The Saccharomyces cerevisiae mnn10 mutant is defective in the synthesis of N-linked oligosaccharides (Ballou et al., 1989).",,,,,
8991513,"This mutation has no effect on O-linked sugars, but results in the accumulation of glycoproteins that contain severely truncated N-linked outer-chain oligosaccharides.",,,,,
8991513,We have cloned the MNN10 gene by complementation of the hygromycin B sensitivity conferred by the mutant phenotype.,,,,,
8991513,Sequence analysis predicts that Mnn10p is a 46.7 kDa type II membrane protein with structural features characteristic of a glycosyltransferase.,,,,,
8991513,"Subcellular fractionation data indicate that most of the Mnn10 protein cofractionates with Golgi markers and away from markers for the endoplasmic reticulum (ER), suggesting Mnn10p is localized to the Golgi complex.",,,,,
8991513,"A comparison of the Mnn10 protein sequence to proteins in the two different databases identified five proteins that are homologous to Mnn10p, including a well characterized Schizosaccharomyces pombe alpha 1,2 galactosyltransferase that resides in the Golgi complex.",,,,,
8991513,"Taken together, these results suggest that MNN10 encodes a novel Golgi-localized mannosyltransferase contained in this previously unrecognized family of related sugar transferases.",,,,,
11875057,The p53 tumor suppressor protein preserves genome integrity by regulating growth arrest and apoptosis in response to DNA damage.,,,,,
11875057,"In response to ionizing radiation (IR), ATM, the gene product mutated in ataxia telangiectasia, stabilizes and activates p53 through phosphorylation of Ser(15) and (indirectly) Ser(20).",,,,,
11875057,"Here we show that phosphorylation of p53 on Ser(46), a residue important for p53 apoptotic activity, as well as on Ser(9), in response to IR also is dependent on the ATM protein kinase.",,,,,
11875057,"IR-induced phosphorylation at Ser(46) was inhibited by wortmannin, a phosphatidylinositol 3-kinase inhibitor, but not PD169316, a p38 MAPK inhibitor.",,,,,
11875057,"p53 C-terminal acetylation at Lys(320) and Lys(382), which may stabilize p53 and activate sequence-specific DNA binding, required Ser(15) phosphorylation by ATM and was enhanced by phosphorylation at nearby residues including Ser(6), Ser(9), and Thr(18).",,,,,
11875057,"These observations, together with the proposed role of Ser(46) phosphorylation in mediating apoptosis, suggest that ATM is involved in the initiation of p53-dependent apoptosis after IR in human lymphoblastoid cells.",,,,,
17137335,The voltage-dependent anion channel (VDAC) is a pore-forming protein expressed in the outer membrane of eukaryotic mitochondria.,,,,,
17137335,"Three isoforms of it, i.e., VDAC1, VDAC2, and VDAC3, are known to be expressed in mammals; however, the question as to which is the main isoform in mitochondria is still unanswered.",,,,,
17137335,"To address this question, we first prepared standard VDACs by using a bacterial expression system and raised various antibodies against them by using synthetic peptides as immunogens.",,,,,
17137335,"Of the three bacterially expressed VDAC isoforms, VDAC3 showed faster migration in SDS-polyacrylamide gels than VDAC1 and VDAC2, although VDAC2 is longer than VDAC1 and VDAC3, due to a 12-amino acid extension of its N-terminal region.",,,,,
17137335,"Even with careful structural characterization of the expressed VDACs by LC-MS/MS analysis, serious structural modifications of VDACs causing changes in their migration in SDS-polyacrylamide gels were not detected.",,,,,
17137335,"Next, immunoreactivities of the raised antibodies toward these bacterially expressed VDAC isoforms were evaluated.",,,,,
17137335,Trials to prepare specific antibodies against the three individual VDAC isoforms were not successful except in the case of VDAC1.,,,,,
17137335,"However, using a synthetic peptide corresponding to the highly conserved region among the three VDACs, we were successful in preparing an antibody showing essentially equal immunoreactivities toward all three VDACs.",,,,,
17137335,"When mitochondrial outer membrane proteins of various rat tissues were subjected to 2-dimensional electrophoresis followed by immunoblotting with this antibody, six immunoreactive protein spots were detected.",,,,,
17137335,"These spots were characterized by LC-MS/MS analysis, and the signal intensities among the spots were compared.",,,,,
17137335,"As a result, the signal intensity of the spot representing VDAC1 was the highest, and thus, VDAC1 was concluded to be the most abundantly expressed of the three VDAC isoforms in mammalian mitochondria.",,,,,
8156559,"The 13C NMR signals of various even and odd agarose oligosaccharides with either D-galactose or 3,6-anhydro-alpha-L-galactose at the reducing end have been assigned.",,,,,
8156559,The chemical shifts in water of the agaro- and the neoagaro-oligosaccharides are compared and the influence of dimethyl sulfoxide on the chemical structure of the agaro-oligosaccharides is reported.,,,,,
8156559,"The 3,6-anhydro-L-galactose residue at the reducing end of agaro-oligosaccharides is in the hydrated form.",,,,,
7512445,Acetobacter methanolicus MB 70 was shown to be related to the type strain of this species MB 58/4 (IMET 10945) having the same galactan-->2)-beta-D-Gal f-(1-->3)-beta-D-Gal p-(1-->as the capsular polysaccharide (CPS) and the O-side-chain of the lipopolysaccharide (LPS).,,,,,
7512445,"Additionally, a glucan built up of the disaccharide repeating unit-->6)-alpha-D-Glc p-(1-->2)-alpha-D-Glc p-(1-->was identified in strain MB 70.",,,,,
